address,bds,cost,distance_neu,distance_harvard,distance_mit,distance_bu,lat,lng
"117 Park Drive | 117 Park Dr, Boston, MA",2,3850,1.3 km,3.7 km,4.1 km,1.6 km,42.3420764,-71.0972938
"Mercantile Wharf, 111 Atlantic Ave APT 220, Boston, MA 02109",1,3425,5.4 km,9.6 km,3.8 km,4.9 km,42.3614634,-71.0526665
"191-195 Park Drive | 191 Park Dr, Boston, MA",Studio,2300,1.3 km,3.4 km,3.8 km,1.3 km,42.341053,-71.0995685
"191-195 Park Drive | 191 Park Dr, Boston, MA",1,2600,1.3 km,3.4 km,3.8 km,1.3 km,42.341053,-71.0995685
"191-195 Park Drive | 191 Park Dr, Boston, MA",2,3199,1.3 km,3.4 km,3.8 km,1.3 km,42.341053,-71.0995685
"39 & 41 Shepard Street | 39 Shepard St, Brighton, MA",1,2495,7.2 km,3.4 km,6.4 km,3.5 km,42.3465194,-71.15110109999999
"39 & 41 Shepard Street | 39 Shepard St, Brighton, MA",2,2395,7.2 km,3.4 km,6.4 km,3.5 km,42.3465194,-71.15110109999999
"Avalon Exeter | 77 Exeter St, Boston, MA",Studio,4195,1.8 km,6.7 km,3.4 km,2.4 km,42.348645,-71.0793489
"Avalon Exeter | 77 Exeter St, Boston, MA",1,4807,1.8 km,6.7 km,3.4 km,2.4 km,42.348645,-71.0793489
"Avalon Exeter | 77 Exeter St, Boston, MA",2,6645,1.8 km,6.7 km,3.4 km,2.4 km,42.348645,-71.0793489
"Avalon Exeter | 77 Exeter St, Boston, MA",3,12575,1.8 km,6.7 km,3.4 km,2.4 km,42.348645,-71.0793489
"32-40 Queensberry | 32 Queensberry St, Boston, MA",Studio,2300,0.7 km,6.3 km,3.2 km,2.1 km,42.3428386,-71.0963672
"32-40 Queensberry | 32 Queensberry St, Boston, MA",1,2500,0.7 km,6.3 km,3.2 km,2.1 km,42.3428386,-71.0963672
"32-40 Queensberry | 32 Queensberry St, Boston, MA",2,3400,0.7 km,6.3 km,3.2 km,2.1 km,42.3428386,-71.0963672
"5 Royce | 5 Royce Rd, Allston, MA",Studio,2000,4.1 km,2.5 km,4.7 km,1.4 km,42.34912689999999,-71.1319123
"5 Royce | 5 Royce Rd, Allston, MA",1,2400,4.1 km,2.5 km,4.7 km,1.4 km,42.34912689999999,-71.1319123
"5 Royce | 5 Royce Rd, Allston, MA",2,2700,4.1 km,2.5 km,4.7 km,1.4 km,42.34912689999999,-71.1319123
"VIA Seaport Residences | 5 Fan Pier Blvd, Boston, MA",Studio,2729,5.6 km,9.4 km,5.6 km,6.4 km,42.3528285,-71.04665279999999
"VIA Seaport Residences | 5 Fan Pier Blvd, Boston, MA",1,3232,5.6 km,9.4 km,5.6 km,6.4 km,42.3528285,-71.04665279999999
"VIA Seaport Residences | 5 Fan Pier Blvd, Boston, MA",2,5778,5.6 km,9.4 km,5.6 km,6.4 km,42.3528285,-71.04665279999999
"VIA Seaport Residences | 5 Fan Pier Blvd, Boston, MA",3,7094,5.6 km,9.4 km,5.6 km,6.4 km,42.3528285,-71.04665279999999
"Stony Brook Commons | 390 Blue Ledge Dr, Roslindale, MA",Studio,1543,11.0 km,12.4 km,12.8 km,10.3 km,42.27387359999999,-71.1397688
"Stony Brook Commons | 390 Blue Ledge Dr, Roslindale, MA",1,2684,11.0 km,12.4 km,12.8 km,10.3 km,42.27387359999999,-71.1397688
"Stony Brook Commons | 390 Blue Ledge Dr, Roslindale, MA",2,2641,11.0 km,12.4 km,12.8 km,10.3 km,42.27387359999999,-71.1397688
"Stony Brook Commons | 390 Blue Ledge Dr, Roslindale, MA",3,3251,11.0 km,12.4 km,12.8 km,10.3 km,42.27387359999999,-71.1397688
"11 Parker Hill | 11 Parker Hill Ave, Roxbury Crossing, MA",1,2600,1.6 km,4.7 km,5.1 km,2.6 km,42.3326493,-71.1099671
"11 Parker Hill | 11 Parker Hill Ave, Roxbury Crossing, MA",2,3600,1.6 km,4.7 km,5.1 km,2.6 km,42.3326493,-71.1099671
"1940 Commonwealth | 1940 Commonwealth Ave, Brighton, MA",Studio,2000,6.2 km,4.7 km,7.2 km,3.9 km,42.3385664,-71.15569649999999
"1940 Commonwealth | 1940 Commonwealth Ave, Brighton, MA",1,2250,6.2 km,4.7 km,7.2 km,3.9 km,42.3385664,-71.15569649999999
"1940 Commonwealth | 1940 Commonwealth Ave, Brighton, MA",2,2500,6.2 km,4.7 km,7.2 km,3.9 km,42.3385664,-71.15569649999999
"The Lofts at Atlantic Wharf | 530 Atlantic Ave, Boston, MA",1,5350,4.6 km,8.8 km,5.2 km,6.1 km,42.3536878,-71.05301039999999
"85 Strathmore | 85 Strathmore Rd, Brighton, MA",Studio,1900,5.4 km,4.2 km,6.7 km,3.4 km,42.3389477,-71.1497739
"85 Strathmore | 85 Strathmore Rd, Brighton, MA",1,2200,5.4 km,4.2 km,6.7 km,3.4 km,42.3389477,-71.1497739
"85 Strathmore | 85 Strathmore Rd, Brighton, MA",2,2500,5.4 km,4.2 km,6.7 km,3.4 km,42.3389477,-71.1497739
"Gardner St, 34 | 34 Gardner St, Boston, MA",Studio,1975,5.8 km,2.1 km,5.0 km,1.6 km,42.3537785,-71.1299588
"Gardner St, 34 | 34 Gardner St, Boston, MA",2,2400,5.8 km,2.1 km,5.0 km,1.6 km,42.3537785,-71.1299588
"Brighton Avenue Apartments, 19-25 | 19-25 Brighton Ave, Allston, MA",1,1900,4.9 km,2.5 km,4.8 km,1.5 km,42.3520115,-71.125331
"Parklake, 1970 Commonwealth Ave #1980-32, Brighton, MA 02135",1,2100,6.3 km,4.8 km,7.3 km,4.0 km,42.3390375,-71.1568674
"741-745 | 741-745 E 6th St, Boston, MA",2,3000,5.4 km,11.4 km,9.9 km,11.4 km,42.3329493,-71.03095929999999
"741-745 | 741-745 E 6th St, Boston, MA",3,3700,5.4 km,11.4 km,9.9 km,11.4 km,42.3329493,-71.03095929999999
"95-97 Endicott, 95 Endicott St, Boston, MA 02113",3,3600,6.3 km,10.4 km,3.6 km,5.0 km,42.36425149999999,-71.05712720000001
"11 Woodside Ave #3A, Jamaica Plain, MA 02130",3,3100,3.5 km,10.2 km,8.2 km,5.8 km,42.3097138,-71.1035605
"9-11 Moraine St #2, Boston, MA 02130",3,4300,3.4 km,6.2 km,6.6 km,4.1 km,42.319946,-71.112433
"200 Highland St, Roxbury, MA",3,3300,2.1 km,8.8 km,5.7 km,4.4 km,42.3230405,-71.09373049999999
"345 Commonwealth Ave, Boston, MA",2,3400,1.2 km,5.5 km,1.8 km,0.8 km,42.3497124,-71.0880687
"124 Marine Rd APT 1, South Boston, MA 02127",2,3400,4.7 km,11.4 km,11.8 km,12.6 km,42.33081120000001,-71.034144
"49 Leyden St #1, East Boston, MA 02128",2,3300,10.7 km,15.8 km,9.4 km,10.2 km,42.39002989999999,-71.0106188
"393 W Broadway, Boston, MA",1,2550,4.3 km,9.9 km,7.8 km,8.6 km,42.337197,-71.0489178
"393 W Broadway, Boston, MA",2,3200,4.3 km,9.9 km,7.8 km,8.6 km,42.337197,-71.0489178
"5 Oswald St, Boston, MA",3,4650,1.5 km,7.9 km,4.7 km,2.9 km,42.3314307,-71.1043207
"724 Parker St, Boston, MA",4,6800,1.4 km,7.8 km,4.7 km,3.2 km,42.3308878,-71.0973736
"724 Parker St, Boston, MA",5,8000,1.4 km,7.8 km,4.7 km,3.2 km,42.3308878,-71.0973736
"13 Sachem St, Mission Hill, MA",4,7600,1.6 km,7.9 km,4.8 km,2.9 km,42.3314261,-71.10518569999999
"13 Sachem St, Mission Hill, MA",6,11400,1.6 km,7.9 km,4.8 km,2.9 km,42.3314261,-71.10518569999999
"8 Sunset St, Roxbury Crossing, MA",4,7600,1.7 km,8.0 km,5.4 km,3.0 km,42.3313276,-71.1086084
"8 Sunset St, Roxbury Crossing, MA",5,8750,1.7 km,8.0 km,5.4 km,3.0 km,42.3313276,-71.1086084
"719 Parker St, Roxbury, MA",3,4500,1.5 km,7.9 km,4.7 km,3.3 km,42.33135410000001,-71.0974621
"719 Parker St, Roxbury, MA",4,6000,1.5 km,7.9 km,4.7 km,3.3 km,42.33135410000001,-71.0974621
"830-3 Huntington Ave, Boston, MA",3,4200,1.6 km,4.7 km,5.1 km,2.6 km,42.3330506,-71.10927079999999
"830-3 Huntington Ave, Boston, MA",4,5500,1.6 km,4.7 km,5.1 km,2.6 km,42.3330506,-71.10927079999999
"1778 Commonwealth Ave, Brighton, MA",6,9300,5.7 km,4.2 km,6.7 km,3.5 km,42.3403334,-71.1505245
"1778 Commonwealth Ave, Brighton, MA",8,12000,5.7 km,4.2 km,6.7 km,3.5 km,42.3403334,-71.1505245
"16 Sewall St, Boston, MA",4,7400,1.0 km,7.4 km,4.3 km,2.8 km,42.3315385,-71.0978749
"13-19 Stanhope St, Boston, MA",1,5495,2.0 km,7.5 km,3.7 km,2.6 km,42.3487286,-71.0727368
"13-19 Stanhope St, Boston, MA",2,6725,2.0 km,7.5 km,3.7 km,2.6 km,42.3487286,-71.0727368
"68 Calumet St, Roxbury Crossing, MA",3,5700,1.4 km,7.8 km,4.6 km,2.8 km,42.3320028,-71.10421079999999
"68 Calumet St, Roxbury Crossing, MA",4,7200,1.4 km,7.8 km,4.6 km,2.8 km,42.3320028,-71.10421079999999
"4 Farrington Ave, Allston, MA",3,3750,5.4 km,1.8 km,4.7 km,1.4 km,42.3543892,-71.1319865
"4 Farrington Ave, Allston, MA",5,6750,5.4 km,1.8 km,4.7 km,1.4 km,42.3543892,-71.1319865
"78 Hillside St APT 3, Boston, MA 02120",4,6200,1.4 km,7.7 km,4.6 km,2.7 km,42.3303005,-71.1027079
"160-162 E Berkeley St, Boston, MA",1,4100,2.7 km,7.7 km,7.0 km,3.6 km,42.3437371,-71.06468459999999
"160-162 E Berkeley St, Boston, MA",3,5400,2.7 km,7.7 km,7.0 km,3.6 km,42.3437371,-71.06468459999999
"39 Hemenway St APT 1, Boston, MA 02115",4,8000,1.2 km,5.8 km,2.6 km,1.2 km,42.34555049999999,-71.08973689999999
"10 Carmel St, Roxbury Crossing, MA",3,4800,1.3 km,7.8 km,4.6 km,2.7 km,42.33189549999999,-71.10016089999999
"10 Carmel St, Roxbury Crossing, MA",4,7600,1.3 km,7.8 km,4.6 km,2.7 km,42.33189549999999,-71.10016089999999
"419 Hanover St, Boston, MA",2,3200,7.0 km,11.1 km,5.2 km,5.5 km,42.3656427,-71.0526786
"16-18 Highgate St, Allston, MA",1,2450,5.5 km,1.8 km,4.7 km,1.4 km,42.3553824,-71.1315991
"16-18 Highgate St, Allston, MA",2,3200,5.5 km,1.8 km,4.7 km,1.4 km,42.3553824,-71.1315991
"16-18 Highgate St, Allston, MA",4,5295,5.5 km,1.8 km,4.7 km,1.4 km,42.3553824,-71.1315991
"16-18 Highgate St, Allston, MA",5,6825,5.5 km,1.8 km,4.7 km,1.4 km,42.3553824,-71.1315991
"55 Leo M Birmingham Pkwy, Brighton, MA",2,4400,9.9 km,2.5 km,6.0 km,3.1 km,42.3600303,-71.14746
"235 Park Dr, Boston, MA",1,2475,1.6 km,3.2 km,3.6 km,1.1 km,42.3423697,-71.10119329999999
"235 Park Dr, Boston, MA",2,2950,1.6 km,3.2 km,3.6 km,1.1 km,42.3423697,-71.10119329999999
"99 Salem St #2, Boston, MA 02113",2,3200,6.4 km,10.6 km,3.8 km,5.2 km,42.3639144,-71.0555267
"34 Raymond St, Allston, MA",5,5000,6.2 km,0.7 km,4.8 km,3.5 km,42.3617587,-71.13373399999999
"36 Cherokee St, Roxbury Crossing, MA",4,6400,1.6 km,7.9 km,4.7 km,2.9 km,42.330597,-71.1013274
"36 Cherokee St, Roxbury Crossing, MA",5,6250,1.6 km,7.9 km,4.7 km,2.9 km,42.330597,-71.1013274
"19 Parker Hill Ave, Boston, MA",4,7600,1.7 km,4.8 km,5.1 km,2.7 km,42.33232539999999,-71.1097652
"19 Parker Hill Ave, Boston, MA",6,11100,1.7 km,4.8 km,5.1 km,2.7 km,42.33232539999999,-71.1097652
"298 Commonwealth Ave APT 202, Boston, MA 02115",1,3300,1.5 km,5.8 km,2.2 km,1.1 km,42.3495371,-71.0851196
"6 Bellvista Rd, Brighton, MA",2,2500,4.6 km,3.1 km,5.3 km,2.0 km,42.3466431,-71.13840309999999
"50 Leo M Birmingham Pkwy, Brighton, MA",1,3575,8.0 km,1.8 km,8.1 km,6.5 km,42.36003290000001,-71.1464994
"50 Leo M Birmingham Pkwy, Brighton, MA",2,4200,8.0 km,1.8 km,8.1 km,6.5 km,42.36003290000001,-71.1464994
"84-86 Linden St, Allston, MA",2,5450,5.6 km,1.9 km,4.8 km,1.1 km,42.3520048,-71.130136
"84-86 Linden St, Allston, MA",3,5100,5.6 km,1.9 km,4.8 km,1.1 km,42.3520048,-71.130136
"84-86 Linden St, Allston, MA",4,5300,5.6 km,1.9 km,4.8 km,1.1 km,42.3520048,-71.130136
"655 Chiswick Rd, Brighton, MA",1,2950,6.2 km,4.1 km,7.2 km,3.9 km,42.3407134,-71.1531817
"655 Chiswick Rd, Brighton, MA",2,3600,6.2 km,4.1 km,7.2 km,3.9 km,42.3407134,-71.1531817
"44 Hillside St, Roxbury Crossing, MA",4,7600,1.5 km,7.9 km,4.7 km,2.9 km,42.3298906,-71.10106859999999
"44 Hillside St, Roxbury Crossing, MA",5,9500,1.5 km,7.9 km,4.7 km,2.9 km,42.3298906,-71.10106859999999
"64 N Margin St, Boston, MA",2,4200,6.4 km,10.5 km,3.7 km,5.1 km,42.36497869999999,-71.0568821
"88 W Cedar St, Boston, MA",1,2800,4.5 km,8.2 km,2.8 km,3.9 km,42.3603987,-71.07020949999999
"88 W Cedar St, Boston, MA",2,3500,4.5 km,8.2 km,2.8 km,3.9 km,42.3603987,-71.07020949999999
"731 Parker St, Roxbury, MA",4,6800,1.5 km,7.9 km,4.7 km,3.2 km,42.3311413,-71.0976273
"168-2 Endicott St, Boston, MA",1,2300,6.4 km,10.6 km,4.7 km,4.9 km,42.3656253,-71.0575429
"168-2 Endicott St, Boston, MA",2,3400,6.4 km,10.6 km,4.7 km,4.9 km,42.3656253,-71.0575429
"168-2 Endicott St, Boston, MA",3,4500,6.4 km,10.6 km,4.7 km,4.9 km,42.3656253,-71.0575429
"185 Hillside St, Mission Hill, MA 02120",5,8000,1.6 km,8.0 km,5.4 km,2.9 km,42.3319126,-71.1082156
"89 Hillside St, Mission Hill, MA",3,4700,1.4 km,7.7 km,4.6 km,2.7 km,42.330808,-71.1034858
"279 Lamartine St, Jamaica Plain, MA",4,5800,3.2 km,7.4 km,7.8 km,5.3 km,42.3136047,-71.10744609999999
"85 E India Row, Boston, MA",1,3250,5.2 km,9.3 km,4.0 km,6.9 km,42.3581149,-71.0497992
"85 E India Row, Boston, MA",2,4400,5.2 km,9.3 km,4.0 km,6.9 km,42.3581149,-71.0497992
"85 E India Row, Boston, MA",3,6500,5.2 km,9.3 km,4.0 km,6.9 km,42.3581149,-71.0497992
"21 Cleveland Pl, Boston, MA",3,3200,6.9 km,11.1 km,4.0 km,5.6 km,42.3662491,-71.0561723
"202 Corey Rd, Brighton, MA",2,2950,4.6 km,3.5 km,5.5 km,2.2 km,42.3438562,-71.13893329999999
"1566 Tremont St, Boston, MA",3,5700,1.1 km,7.4 km,4.3 km,2.4 km,42.3330062,-71.1019132
"1566 Tremont St, Boston, MA",4,7400,1.1 km,7.4 km,4.3 km,2.4 km,42.3330062,-71.1019132
"245 Kelton St, Allston, MA",2,2735,4.2 km,3.1 km,5.2 km,1.9 km,42.3462298,-71.1361908
"128 Roxbury St, Boston, MA 02119",5,8000,1.4 km,8.1 km,5.0 km,3.5 km,42.3302905,-71.0884662
"47 Hillside St, Mission Hill, MA",3,5700,1.5 km,7.9 km,4.7 km,2.9 km,42.3301653,-71.1008349
"47 Hillside St, Mission Hill, MA",4,7600,1.5 km,7.9 km,4.7 km,2.9 km,42.3301653,-71.1008349
"47 Hillside St, Mission Hill, MA",5,9000,1.5 km,7.9 km,4.7 km,2.9 km,42.3301653,-71.1008349
"207 Hillside St, Mission Hill, MA",3,4200,1.7 km,8.1 km,5.4 km,3.0 km,42.33223900000001,-71.1090851
"286 Foster St, Brighton, MA",4,6200,11.2 km,5.2 km,7.6 km,4.4 km,42.34077620000001,-71.159105
"286 Foster St, Brighton, MA",5,7200,11.2 km,5.2 km,7.6 km,4.4 km,42.34077620000001,-71.159105
"64 N Margin St, Boston, MA",2,3850,6.4 km,10.5 km,3.7 km,5.1 km,42.36497869999999,-71.0568821
"48 Englewood Ave, Brighton, MA",4,5200,5.1 km,4.3 km,6.5 km,3.6 km,42.3379044,-71.1471382
"395 W Broadway, Boston, MA",2,3600,4.4 km,9.9 km,7.8 km,8.7 km,42.3372749,-71.0486635
"395 W Broadway, Boston, MA",3,4400,4.4 km,9.9 km,7.8 km,8.7 km,42.3372749,-71.0486635
"(undisclosed Address), Brighton, MA 02135",2,4795,10.6 km,4.6 km,10.9 km,4.1 km,42.3463503,-71.1626756
"67-69 Chiswick Rd, Brighton, MA",Studio,2500,5.8 km,4.3 km,6.8 km,3.5 km,42.3397272,-71.14977209999999
"67-69 Chiswick Rd, Brighton, MA",1,2050,5.8 km,4.3 km,6.8 km,3.5 km,42.3397272,-71.14977209999999
"67-69 Chiswick Rd, Brighton, MA",2,2650,5.8 km,4.3 km,6.8 km,3.5 km,42.3397272,-71.14977209999999
"67-69 Chiswick Rd, Brighton, MA",3,3750,5.8 km,4.3 km,6.8 km,3.5 km,42.3397272,-71.14977209999999
"17 Highgate St, Boston, MA",4,4640,5.5 km,1.8 km,4.7 km,1.4 km,42.3551679,-71.13197819999999
"782 Morton St, Mattapan, MA",3,3300,7.0 km,19.8 km,17.8 km,9.7 km,42.2828559,-71.0885291
"42-44 N Beacon St, Allston, MA",3,4500,8.1 km,1.9 km,5.1 km,1.8 km,42.3537686,-71.1397673
"42-44 N Beacon St, Allston, MA",4,5500,8.1 km,1.9 km,5.1 km,1.8 km,42.3537686,-71.1397673
"50 Leo M Birmingham Pkwy, Brighton, MA",Studio,3325,8.0 km,1.8 km,8.1 km,6.5 km,42.36003290000001,-71.1464994
"50 Leo M Birmingham Pkwy, Brighton, MA",1,3450,8.0 km,1.8 km,8.1 km,6.5 km,42.36003290000001,-71.1464994
"50 Leo M Birmingham Pkwy, Brighton, MA",2,3800,8.0 km,1.8 km,8.1 km,6.5 km,42.36003290000001,-71.1464994
"500 Leo M Birmingham Pkwy, Brighton, MA",Studio,3550,9.0 km,3.0 km,9.1 km,7.5 km,42.3584024,-71.1574337
"500 Leo M Birmingham Pkwy, Brighton, MA",1,3540,9.0 km,3.0 km,9.1 km,7.5 km,42.3584024,-71.1574337
"500 Leo M Birmingham Pkwy, Brighton, MA",2,4450,9.0 km,3.0 km,9.1 km,7.5 km,42.3584024,-71.1574337
"28 Raymond St, Allston, MA",5,5500,6.3 km,0.8 km,4.8 km,3.5 km,42.3617466,-71.13421009999999
"18 Gerald Rd #1, Brighton, MA 02135",6,11200,11.3 km,5.3 km,7.7 km,4.5 km,42.3408875,-71.16040920000002
"14-15 Mount Hood Rd, Brighton, MA",1,3595,4.8 km,3.8 km,5.9 km,2.6 km,42.3416606,-71.1421826
"14-15 Mount Hood Rd, Brighton, MA",2,3795,4.8 km,3.8 km,5.9 km,2.6 km,42.3416606,-71.1421826
"14-15 Mount Hood Rd, Brighton, MA",3,4875,4.8 km,3.8 km,5.9 km,2.6 km,42.3416606,-71.1421826
"14-15 Mount Hood Rd, Brighton, MA",4,4500,4.8 km,3.8 km,5.9 km,2.6 km,42.3416606,-71.1421826
"1171-1173 Boylston St, Boston, MA",Studio,2245,1.3 km,6.5 km,3.3 km,1.2 km,42.3468114,-71.0936675
"1171-1173 Boylston St, Boston, MA",1,2595,1.3 km,6.5 km,3.3 km,1.2 km,42.3468114,-71.0936675
"196 Kelton St, Allston, MA",4,4400,4.4 km,3.0 km,5.1 km,1.8 km,42.3474397,-71.1375083
"(undisclosed Address), Brighton, MA 02135",3,3775,10.6 km,4.6 km,10.9 km,4.1 km,42.3463503,-71.1626756
"1 Fairfield Pl, Boston, MA",2,3500,7.3 km,11.4 km,5.5 km,5.8 km,42.365629,-71.052499
"4 Garden Court St, Boston, MA",1,2375,7.4 km,10.1 km,5.7 km,5.9 km,42.3642064,-71.0531929
"48 Ashford St, Boston, MA",6,7800,5.6 km,2.0 km,4.9 km,1.5 km,42.354674,-71.12660129999999
"48 Ashford St, Boston, MA",7,9500,5.6 km,2.0 km,4.9 km,1.5 km,42.354674,-71.12660129999999
"2 Lamson Ct #1B, Boston, MA 02128",4,5500,8.7 km,12.5 km,7.4 km,8.2 km,42.3662152,-71.0329131
"26 Ashford St, Boston, MA",2,4575,5.5 km,1.8 km,4.7 km,1.3 km,42.3546222,-71.12824590000001
"26 Ashford St, Boston, MA",4,4000,5.5 km,1.8 km,4.7 km,1.3 km,42.3546222,-71.12824590000001
"18-20 Haviland St, Boston, MA",Studio,2737,1.2 km,5.8 km,2.6 km,1.1 km,42.3462149,-71.08835719999999
"18-20 Haviland St, Boston, MA",2,4315,1.2 km,5.8 km,2.6 km,1.1 km,42.3462149,-71.08835719999999
"2 Islington St, Allston, MA",4,5000,5.9 km,2.3 km,5.2 km,1.6 km,42.3531194,-71.1366093
"2 Ayr Rd, Brighton, MA",1,2550,5.3 km,5.0 km,6.7 km,4.3 km,42.3371171,-71.1486879
"80 Wallingford Rd, Boston, MA",4,4200,6.1 km,3.7 km,6.8 km,3.8 km,42.3440774,-71.1522988
"122 Peterborough St, Boston, MA",Studio,2250,1.7 km,3.3 km,3.7 km,1.2 km,42.3427187,-71.1002927
"(undisclosed Address), Boston, MA 02215",2,3595,3.8 km,8.7 km,5.5 km,4.4 km,42.3476181,-71.1002881
"12A Gerald Rd, Brighton, MA",3,3500,11.3 km,5.4 km,7.7 km,4.5 km,42.340638,-71.1605333
"12A Gerald Rd, Brighton, MA",5,9000,11.3 km,5.4 km,7.7 km,4.5 km,42.340638,-71.1605333
"190 Green St, Boston, MA 02130",1,2695,3.7 km,7.7 km,8.0 km,5.6 km,42.309969,-71.1054201
"16 Temple St, Boston, MA",2,3800,4.3 km,8.1 km,2.7 km,3.8 km,42.3608899,-71.0635254
"205 Hillside St, Boston, MA",2,3000,1.7 km,8.0 km,5.4 km,3.0 km,42.3324128,-71.1088837
"205 Hillside St, Boston, MA",3,4200,1.7 km,8.0 km,5.4 km,3.0 km,42.3324128,-71.1088837
"1742 Washington St, Boston, MA",2,3595,1.2 km,7.0 km,3.6 km,2.5 km,42.3366576,-71.07643879999999
"17 Garrison St, Boston, MA",1,2600,1.6 km,6.8 km,2.9 km,1.9 km,42.3458939,-71.0798382
"353 Dorchester St, Boston, MA",2,3500,2.9 km,10.8 km,8.7 km,9.5 km,42.3306722,-71.05522359999999
"(undisclosed Address), Allston, MA 02134",Studio,2185,4.9 km,1.3 km,4.1 km,2.8 km,42.3593008,-71.1270268
"407-409 Washington St, Boston, MA",2,3750,4.1 km,7.9 km,4.3 km,3.6 km,42.3560243,-71.0602463
"407-409 Washington St, Boston, MA",3,4750,4.1 km,7.9 km,4.3 km,3.6 km,42.3560243,-71.0602463
"47 Englewood Ave, Brighton, MA",2,3200,5.1 km,4.3 km,6.5 km,3.6 km,42.3382398,-71.1470452
"41 Hobson St #2, Brighton, MA 02135",5,4800,9.7 km,3.8 km,9.8 km,4.1 km,42.3541196,-71.1617887
"55 Park Dr, Boston, MA",Studio,2395,1.1 km,6.4 km,4.3 km,1.9 km,42.3430297,-71.0951509
"55 Park Dr, Boston, MA",3,4295,1.1 km,6.4 km,4.3 km,1.9 km,42.3430297,-71.0951509
"41 Grove St #3A, Boston, MA 02114",2,3800,4.4 km,8.2 km,2.8 km,3.9 km,42.3597853,-71.06884690000001
"104 Warren St, Brighton, MA",2,3475,6.9 km,2.6 km,6.2 km,2.1 km,42.3495334,-71.14169079999999
"477 Englewood Ave, Brighton, MA",1,3950,5.3 km,4.3 km,6.7 km,3.6 km,42.3379271,-71.1486498
"477 Englewood Ave, Brighton, MA",2,3450,5.3 km,4.3 km,6.7 km,3.6 km,42.3379271,-71.1486498
"61 Selkirk Rd, Boston, MA",1,2470,5.9 km,4.3 km,6.9 km,3.6 km,42.3395835,-71.1495261
"61 Selkirk Rd, Boston, MA",2,2780,5.9 km,4.3 km,6.9 km,3.6 km,42.3395835,-71.1495261
"(undisclosed Address), Allston, MA 02134",5,6200,4.9 km,1.3 km,4.1 km,2.8 km,42.3593008,-71.1270268
"9 Radnor Rd, Brighton, MA",4,4800,11.2 km,5.3 km,7.5 km,4.3 km,42.3404976,-71.1587444
"43 Bennett St #2, Brighton, MA 02135",5,5000,9.8 km,3.9 km,9.9 km,3.3 km,42.35185389999999,-71.15514859999999
"130 Glenville Ave #1A, Allston, MA 02134",3,3300,6.4 km,2.7 km,5.6 km,1.9 km,42.349031,-71.1370482
"61-65 Brookline Ave, Boston, MA",Studio,2250,1.8 km,3.0 km,3.4 km,0.9 km,42.347204,-71.0991449
"(undisclosed Address), Allston, MA 02134",4,6250,4.9 km,1.3 km,4.1 km,2.8 km,42.3593008,-71.1270268
"7 S Waverly St, Brighton, MA",3,3100,6.2 km,1.9 km,5.4 km,3.0 km,42.3587208,-71.1422615
"147 Kelton St, Allston, MA",2,3100,4.6 km,2.8 km,5.3 km,2.0 km,42.348115,-71.13964829999999
"40 Brackett St, Brighton, MA",3,3300,12.6 km,4.7 km,10.3 km,4.7 km,42.3514849,-71.1654178
"43 Orkney Rd, Brighton, MA",3,4000,5.4 km,5.1 km,6.8 km,4.3 km,42.3370212,-71.1497673
"43 Orkney Rd, Brighton, MA",4,4400,5.4 km,5.1 km,6.8 km,4.3 km,42.3370212,-71.1497673
"122 Elko St, Brighton, MA",Studio,2790,6.8 km,3.0 km,6.0 km,2.8 km,42.3502711,-71.1495822
"122 Elko St, Brighton, MA",1,3150,6.8 km,3.0 km,6.0 km,2.8 km,42.3502711,-71.1495822
"5 Spofford Rd, Allston, MA",2,3000,6.5 km,2.9 km,5.7 km,2.2 km,42.3501394,-71.1331993
"452A Park Dr, Boston, MA",3,4499,1.5 km,3.5 km,3.9 km,1.4 km,42.3454513,-71.1049486
"(undisclosed Address), Allston, MA 02134",3,5525,4.9 km,1.3 km,4.1 km,2.8 km,42.3593008,-71.1270268
"130 Newton St, Brighton, MA",3,3300,10.0 km,4.0 km,10.1 km,8.5 km,42.3558855,-71.1682419
"127-131 Sutherland Rd, Brighton, MA",1,2695,5.4 km,3.9 km,6.4 km,3.2 km,42.34028199999999,-71.1477087
"127-131 Sutherland Rd, Brighton, MA",2,2725,5.4 km,3.9 km,6.4 km,3.2 km,42.34028199999999,-71.1477087
"127-131 Sutherland Rd, Brighton, MA",5,6000,5.4 km,3.9 km,6.4 km,3.2 km,42.34028199999999,-71.1477087
"(undisclosed Address), Brighton, MA 02135",1,2425,10.6 km,4.6 km,10.9 km,4.1 km,42.3463503,-71.1626756
"10-20 Pratt St, Allston, MA",5,6400,5.3 km,1.6 km,4.5 km,1.7 km,42.3550082,-71.1298528
"10-20 Pratt St, Allston, MA",6,6500,5.3 km,1.6 km,4.5 km,1.7 km,42.3550082,-71.1298528
"(undisclosed Address), Allston, MA 02134",5,5500,4.9 km,1.3 km,4.1 km,2.8 km,42.3593008,-71.1270268
"64 Brooks St, Brighton, MA",3,3100,9.5 km,3.6 km,9.6 km,8.0 km,42.3553565,-71.1623865
"35 Falkland St #1, Brighton, MA 02135",3,3300,9.4 km,3.5 km,9.5 km,3.8 km,42.3553761,-71.1584434
"6 Harvard Ter #1, Allston, MA 02134",3,4200,5.4 km,1.8 km,4.7 km,1.3 km,42.3538671,-71.1328296
